id,product_group,sub_classification,vendor,molecule_test_type,brand,dosage,dosage_form,unit_of_measure_per_pack
40942,ARV,Pediatric,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180
40950,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300
40963,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
41011,ARV,Pediatric,S. BUYS WHOLESALER,Abacavir,Generic,20mg/ml,Oral solution,240
41022,ARV,Adult,Aurobindo Pharma Limited,Lamivudine,Generic,150mg,Tablet,60
41032,ARV,Adult,PHARMACY DIRECT,Efavirenz,Generic,600mg,Tablet,30
41042,ARV,Pediatric,Aurobindo Pharma Limited,Zidovudine,Generic,10mg/ml,Oral solution,240
41045,ARV,Adult,HETERO LABS LIMITED,Nevirapine,Generic,200mg,Tablet,60
41056,ARV,Pediatric,S. BUYS WHOLESALER,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60
41062,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60
41092,ARV,Pediatric,Aurobindo Pharma Limited,Abacavir/Lamivudine,Generic,60/30mg,Tablet - FDC,60
41096,ARV,Pediatric,Aurobindo Pharma Limited,Nevirapine,Generic,50mg,Chewable/dispersible tablet,30
41099,ARV,Adult,CIPLA LIMITED,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30
41132,ARV,Adult,S. BUYS WHOLESALER,Ritonavir,Norvir,100mg,Capsule,84
41146,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25
41162,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20
41184,ARV,Adult,Aurobindo Pharma Limited,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30
41201,ARV,Adult,S. BUYS WHOLESALER,Lamivudine,Generic,150mg,Tablet,60
41214,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30
41222,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
41232,ARV,Adult,HETERO LABS LIMITED,Nevirapine,Generic,200mg,Tablet,60
41238,ANTM,Malaria,IMRES B.V.,Quinine (as dihydrochloride),Generic,600mg/2ml,Injection,100
41260,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30
41279,ARV,Pediatric,PHARMACY DIRECT,Atazanavir,Reyataz,150mg,Capsule,60
41282,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"HIV, Multispot HIV-1/HIV-2 Rapid Test Kit",Multispot,N/A,Test kit,50
41288,ARV,Adult,STRIDES ARCOLAB LIMITED,Lamivudine,Generic,150mg,Tablet,60
41298,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Ritonavir,Norvir,100mg,Tablet,60
41301,ARV,Adult,PHARMACY DIRECT,Etravirine,Intelence,100mg,Tablet,120
41302,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30
41304,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60
41368,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300
41381,ARV,Adult,Aurobindo Pharma Limited,Lamivudine,Generic,150mg,Tablet,60
41399,ARV,Adult,HETERO LABS LIMITED,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30
41414,ARV,Adult,S. BUYS WHOLESALER,Efavirenz,Generic,600mg,Tablet,30
41418,ARV,Pediatric,S. BUYS WHOLESALER,Stavudine,Generic,1mg/ml,Oral solution,200
41431,ARV,Adult,HETERO LABS LIMITED,Zidovudine,Generic,300mg,Tablet,60
41444,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
41474,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Abacavir,Generic,300mg,Tablet,60
41500,ARV,Adult,S. BUYS WHOLESALER,Stavudine,Generic,30mg,Capsule,60
41568,ARV,Pediatric,Aurobindo Pharma Limited,Zidovudine,Generic,10mg/ml,Oral solution,240
41578,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300
41584,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
41603,ARV,Adult,PHARMACY DIRECT,Efavirenz,Generic,600mg,Tablet,30
41623,ARV,Adult,Aurobindo Pharma Limited,Efavirenz,Generic,600mg,Tablet,30
41640,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
41694,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
41697,ARV,Adult,HETERO LABS LIMITED,Nevirapine,Generic,200mg,Tablet,60
41723,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60
41780,ARV,Adult,Aurobindo Pharma Limited,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30
41784,ARV,Adult,S. BUYS WHOLESALER,Lamivudine/Zidovudine,Combivir,150/300mg,Tablet - FDC,60
41791,ARV,Adult,CIPLA LIMITED,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30
41798,ARV,Adult,Aurobindo Pharma Limited,Lamivudine,Generic,150mg,Tablet,60
41838,ARV,Adult,HETERO LABS LIMITED,Nevirapine,Generic,200mg,Tablet,60
41841,ARV,Adult,S. BUYS WHOLESALER,Abacavir,Generic,300mg,Tablet,60
41852,ARV,Pediatric,PHARMACY DIRECT,Lamivudine,Generic,10mg/ml,Oral solution,240
41875,ARV,Adult,S. BUYS WHOLESALER,Didanosine,Generic,400mg,Delayed-release capsules,30
41878,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
41892,ARV,Adult,HETERO LABS LIMITED,Zidovudine,Generic,300mg,Tablet,60
41902,ARV,Adult,HETERO LABS LIMITED,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30
41905,ARV,Pediatric,Aurobindo Pharma Limited,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60
41910,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
41916,ARV,Adult,Aurobindo Pharma Limited,Efavirenz,Generic,600mg,Tablet,30
41934,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
41943,ARV,Adult,HETERO LABS LIMITED,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30
41953,ARV,Adult,HETERO LABS LIMITED,Stavudine,Generic,30mg,Capsule,60
41957,ARV,Adult,PHARMACY DIRECT,Etravirine,Intelence,100mg,Tablet,120
41992,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
42215,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,N/A,Test kit - Ancillary,1
42000,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, Colloidal Gold, Diagnostic Kit Set (includes lancet, transfer pipette & alcohol prep pad)",Colloidal Gold,N/A,Test kit,1
42030,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
42038,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
42659,ARV,Adult,Aurobindo Pharma Limited,Efavirenz,Generic,600mg,Tablet,30
42061,ARV,Adult,PHARMACY DIRECT,Abacavir,Generic,300mg,Tablet,60
42073,ARV,Adult,HETERO LABS LIMITED,Lamivudine,Generic,300mg,Tablet,30
42094,ARV,Adult,S. BUYS WHOLESALER,Stavudine,Generic,30mg,Capsule,60
42116,ARV,Pediatric,S. BUYS WHOLESALER,Efavirenz,Generic,50mg,Capsule,30
42125,ARV,Adult,STRIDES ARCOLAB LIMITED,Lamivudine,Generic,150mg,Tablet,60
42138,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60
42140,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
42156,ARV,Adult,HETERO LABS LIMITED,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30
42159,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Raltegravir,Isentress,400mg,Tablet,60
42179,ARV,Adult,S. BUYS WHOLESALER,Nevirapine,Generic,200mg,Tablet,60
42186,ARV,Pediatric,PHARMACY DIRECT,Lamivudine,Generic,10mg/ml,Oral solution,240
42187,ARV,Adult,Aurobindo Pharma Limited,Nevirapine,Generic,200mg,Tablet,60
42190,ARV,Adult,HETERO LABS LIMITED,Lamivudine,Generic,150mg,Tablet,60
42195,ARV,Adult,S. BUYS WHOLESALER,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30
42221,ARV,Adult,Aurobindo Pharma Limited,Abacavir,Generic,300mg,Tablet,60
42243,ARV,Adult,PHARMACY DIRECT,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30
42274,ARV,Adult,Aurobindo Pharma Limited,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30
42275,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
42295,ARV,Adult,HETERO LABS LIMITED,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30
42300,ARV,Adult,PHARMACY DIRECT,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30
42334,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25
42359,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Ritonavir,Norvir,100mg,Tablet,60
42361,ARV,Adult,S. BUYS WHOLESALER,Zidovudine,Generic,300mg,Tablet,60
42394,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,N/A,Test kit - Ancillary,1
42465,ARV,Adult,Aurobindo Pharma Limited,Zidovudine,Generic,300mg,Tablet,60
42499,ARV,Adult,HETERO LABS LIMITED,Lamivudine,Generic,150mg,Tablet,60
42505,ARV,Adult,S. BUYS WHOLESALER,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30
42506,ARV,Adult,HETERO LABS LIMITED,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30
42571,HRDT,HIV test,INVERNESS MEDICAL INNOVATIONS HONG KONG LTD,"HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
42579,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60
42655,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
42667,ARV,Adult,PHARMACY DIRECT,Abacavir,Generic,300mg,Tablet,60
42752,ARV,Adult,CIPLA LIMITED,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30
42757,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Ritonavir,Norvir,100mg,Tablet,60
42778,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,N/A,Test kit - Ancillary,1
42780,ARV,Pediatric,Aurobindo Pharma Limited,Efavirenz,Generic,50mg,Capsule,30
42797,ARV,Adult,Aurobindo Pharma Limited,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30
42811,ARV,Adult,Aurobindo Pharma Limited,Didanosine,Generic,250mg,Delayed-release capsules,30
42848,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60
42851,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,N/A,Test kit - Ancillary,100
42858,ARV,Adult,Aurobindo Pharma Limited,Abacavir,Generic,300mg,Tablet,60
42870,ARV,Adult,HETERO LABS LIMITED,Lamivudine,Generic,150mg,Tablet,60
42882,ARV,Adult,PHARMACY DIRECT,Efavirenz,Generic,600mg,Tablet,30
42912,ACT,ACT,NOVARTIS PHARMA SERVICES AG,Artemether/Lumefantrine,Coartem,20/120mg,Tablet - FDC + blister,720
42917,ARV,Adult,HETERO LABS LIMITED,Lamivudine,Generic,150mg,Tablet,60
42980,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1
42983,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30
42998,ARV,Adult,Aurobindo Pharma Limited,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
43045,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25
43059,ARV,Pediatric,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180
43060,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
43079,ARV,Adult,Aurobindo Pharma Limited,Nevirapine,Generic,200mg,Tablet,60
43085,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
43116,ARV,Pediatric,S. BUYS WHOLESALER,Lamivudine,Generic,10mg/ml,Oral solution,240
43136,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
43140,ARV,Adult,HETERO LABS LIMITED,Nevirapine,Generic,200mg,Tablet,60
43210,ARV,Adult,Aurobindo Pharma Limited,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
43229,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20
43244,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120
43250,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
43272,ARV,Adult,PHARMACY DIRECT,Lamivudine,Generic,150mg,Tablet,60
43286,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30
43344,ARV,Pediatric,Aurobindo Pharma Limited,Nevirapine,Generic,50mg,Chewable/dispersible tablet,30
43347,ANTM,Malaria,AMSTELFARMA B.V.,Chloroquine base (as phosphate),Generic,150mg,Tablet,1000
43383,ARV,Adult,Aurobindo Pharma Limited,Didanosine,Generic,250mg,Delayed-release capsules,30
43390,ARV,Pediatric,GLAXOSMITHKLINE EXPORT LIMITED,Abacavir,Ziagen,20mg/ml,Oral solution,240
43425,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
43430,ARV,Adult,CIPLA LIMITED,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30
43443,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
43450,ARV,Pediatric,S. BUYS WHOLESALER,Efavirenz,Generic,200mg,Capsule,90
43480,ARV,Pediatric,Aurobindo Pharma Limited,Nevirapine,Generic,10mg/ml,Oral suspension,240
43486,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Ritonavir,Norvir,100mg,Tablet,30
43507,ARV,Pediatric,PHARMACY DIRECT,Abacavir,Generic,20mg/ml,Oral solution,240
43526,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
43534,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
43537,ARV,Adult,PHARMACY DIRECT,Saquinavir,Invirase,200mg,Capsule,270
43600,ARV,Adult,HETERO LABS LIMITED,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30
43628,HRDT,HIV test - Ancillary,"Trinity Biotech, Plc","HIV 1, Uni-Gold Recombigen HIV Control, Vial 2 x 0.5 ml",Uni-Gold,N/A,Test kit - Ancillary,2
43634,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
43906,ARV,Pediatric,PHARMACY DIRECT,Abacavir,Generic,20mg/ml,Oral solution,240
43635,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30
43643,ARV,Pediatric,S. BUYS WHOLESALER,Lamivudine,Epivir,10mg/ml,Oral solution,240
43693,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
43714,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
43749,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
43762,ARV,Adult,PHARMACY DIRECT,Etravirine,Intelence,100mg,Tablet,120
43786,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
43805,ARV,Adult,HETERO LABS LIMITED,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
43807,ARV,Pediatric,Aurobindo Pharma Limited,Nevirapine,Generic,10mg/ml,Oral suspension,240
43812,ARV,Adult,Aurobindo Pharma Limited,Abacavir,Generic,300mg,Tablet,60
43827,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
43834,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30
43875,ARV,Adult,PHARMACY DIRECT,Nevirapine,Generic,200mg,Tablet,60
43892,ARV,Adult,S. BUYS WHOLESALER,Didanosine,Generic,400mg,Delayed-release capsules,30
43897,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
43905,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
43912,ARV,Adult,Aurobindo Pharma Limited,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
43918,ARV,Pediatric,PHARMACY DIRECT,Efavirenz,Generic,200mg,Capsule,90
43928,ARV,Adult,S. BUYS WHOLESALER,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30
43929,ARV,Adult,Hoffmann-La Roche ltd Basel,Saquinavir,Invirase,500mg,Tablet,120
43932,ARV,Adult,S. BUYS WHOLESALER,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
43970,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30
43972,ARV,Adult,PHARMACY DIRECT,Efavirenz,Generic,600mg,Tablet,30
43989,ARV,Adult,BRISTOL-MYERS SQUIBB,Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30
43998,ARV,Pediatric,Aurobindo Pharma Limited,Efavirenz,Generic,50mg,Capsule,30
44031,ARV,Adult,S. BUYS WHOLESALER,Didanosine,Generic,250mg,Delayed-release capsules,30
44045,ARV,Pediatric,EMCURE PHARMACEUTICALS LTD,Atazanavir,Generic,150mg,Capsule,60
44068,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30
44082,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
44092,HRDT,HIV test - Ancillary,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak Buffer Only",Stat-Pak,N/A,Test kit - Ancillary,1
44099,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60
44105,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Ritonavir,Norvir,100mg,Tablet,60
44121,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
44131,ARV,Adult,S. BUYS WHOLESALER,Abacavir,Generic,300mg,Tablet,60
44180,ARV,Adult,Aurobindo Pharma Limited,Nevirapine,Generic,200mg,Tablet,60
44183,ARV,Adult,S. BUYS WHOLESALER,Didanosine EC,Videx EC,250mg,Delayed-release capsules - blister,30
44204,ARV,Adult,PHARMACY DIRECT,Lamivudine,Epivir,150mg,Tablet,60
44209,ARV,Adult,Aurobindo Pharma Limited,Zidovudine,Generic,300mg,Tablet,60
44247,ARV,Adult,S. BUYS WHOLESALER,Didanosine,Generic,400mg,Delayed-release capsules,30
44263,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
44265,ARV,Adult,Aurobindo Pharma Limited,Didanosine,Generic,400mg,Delayed-release capsules,30
44304,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
44307,ARV,Adult,Aurobindo Pharma Limited,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30
44315,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
44330,ARV,Pediatric,S. BUYS WHOLESALER,Lamivudine,Generic,10mg/ml,Oral solution,240
44340,ARV,Adult,PHARMACY DIRECT,Lamivudine,Generic,150mg,Tablet,60
44363,ARV,Adult,EMCURE PHARMACEUTICALS LTD,Atazanavir,Generic,300mg,Capsule,30
44373,ARV,Adult,Aurobindo Pharma Limited,Lamivudine,Generic,150mg,Tablet,60
44393,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
44448,ARV,Adult,CIPLA LIMITED,Nevirapine,Generic,200mg,Tablet,60
44463,ARV,Adult,S. BUYS WHOLESALER,Lamivudine,Generic,150mg,Tablet,60
44486,ARV,Pediatric,S. BUYS WHOLESALER,Efavirenz,Generic,50mg,Capsule,30
44501,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60
44516,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
44567,ARV,Adult,Aurobindo Pharma Limited,Nevirapine,Generic,200mg,Tablet,60
44577,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300
44597,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
44612,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz,Generic,600mg,Tablet,30
44615,ARV,Adult,HETERO LABS LIMITED,Lamivudine,Generic,150mg,Tablet,60
44630,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30
44643,ARV,Adult,HETERO LABS LIMITED,Abacavir,Generic,300mg,Tablet,60
44694,HRDT,HIV test - Ancillary,Orasure Technologies Inc.,"HIV, OraQuick Controls Kit, 3 Vials",OraQuick,N/A,Test kit - Ancillary,3
44702,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1
44724,ARV,Adult,Aurobindo Pharma Limited,Efavirenz,Generic,600mg,Tablet,30
44737,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30
44778,ARV,Pediatric,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180
44783,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit (no accessories)",Bioline,N/A,Test kit,30
44808,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
44816,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
44855,ARV,Adult,PHARMACY DIRECT,Lamivudine,Generic,150mg,Tablet,60
